車牌,日期,路線,0:去|1:返,移動距離,開始時間,結束時間,行駛時間,點位數量
KKA-7302,20171022,H31,1,17.84,20171022112248,20171022120743,0.75,46
KKA-7302,20171022,H31,0,16.81,20171022122645,20171022130354,0.62,38
KKA-7302,20171022,H31,1,17.5,20171022132254,20171022140553,0.72,41
KKA-7302,20171022,H31,0,17.69,20171022142440,20171022150256,0.64,39
KKA-7302,20171022,H31,1,18.02,20171022152249,20171022160637,0.73,43
KKA-7302,20171022,H31,0,18,20171022162117,20171022170647,0.76,46
KKA-7302,20171022,H31,1,17.87,20171022172247,20171022181053,0.8,49
KKA-7302,20171022,H31,0,17.92,20171022182053,20171022190250,0.7,43
KKA-7302,20171022,H31,1,17.64,20171022192230,20171022201010,0.79,49
KKA-7302,20171022,H31,0,17.3,20171022202137,20171022205632,0.58,36
KKA-7302,20171022,H31,1,18.26,20171022212353,20171022220537,0.7,43
KKA-7302,20171023,H62,0,16.71,20171023052150,20171023055750,0.6,37
KKA-7302,20171023,H62,1,13.79,20171023064530,20171023071608,0.51,32
KKA-7302,20171023,H62,0,7.39,20171023093757,20171023100633,0.48,23
KKA-7302,20171023,H62,1,20.78,20171023111244,20171023120818,0.93,49
KKA-7302,20171023,H62,0,17.18,20171023170145,20171023175049,0.82,50
KKA-7302,20171023,H62,1,17.55,20171023182249,20171023192335,1.01,58
KKA-7302,20171024,H62,0,16.77,20171024072631,20171024081631,0.83,51
KKA-7302,20171024,H62,1,20.63,20171024084951,20171024094445,0.92,52
KKA-7302,20171024,H62,0,20.96,20171024101534,20171024111935,1.07,65
KKA-7302,20171024,H62,1,20.87,20171024114255,20171024123929,0.94,57
KKA-7302,20171024,H62,0,21.35,20171024131038,20171024140935,0.98,56
KKA-7302,20171024,H62,1,17.06,20171024144244,20171024152940,0.78,45
KKA-7302,20171024,H62,0,16.15,20171024154943,20171024163056,0.69,33
KKA-7302,20171024,H62,1,15.88,20171024170351,20171024175438,0.85,52
KKA-7302,20171024,H62,0,16.7,20171024181447,20171024190244,0.8,41
KKA-7302,20171024,H62,1,21.12,20171024192236,20171024201845,0.94,57
KKA-7302,20171024,H62,0,21.71,20171024204653,20171024214434,0.96,58
KKA-7302,20171024,H62,1,31.01,20171024222232,20171024235929,1.62,43
KKA-7302,20171025,H62,1,13.33,20171025000029,20171025002736,0.45,28
KKA-7302,20171025,H62,0,17.06,20171025055052,20171025063036,0.66,41
KKA-7302,20171025,H62,1,18.45,20171025072243,20171025081349,0.85,51
KKA-7302,20171025,H62,0,20.7,20171025084536,20171025095334,1.13,39
KKA-7302,20171025,H62,1,17.29,20171025102251,20171025111741,0.91,56
KKA-7302,20171025,H62,0,16.73,20171025120149,20171025124542,0.73,45
KKA-7302,20171025,H62,1,14.76,20171025131148,20171025134951,0.63,38
KKA-7302,20171025,H62,0,16.07,20171025142052,20171025150055,0.67,41
KKA-7302,20171025,H62,1,10.7,20171025153336,20171025161245,0.65,40
KKA-7302,20171025,H62,0,16.73,20171025162643,20171025171251,0.77,47
KKA-7302,20171025,H62,1,21.23,20171025174231,20171025191354,1.52,92
KKA-7302,20171025,H62,0,21.38,20171025191445,20171025201349,0.98,58
KKA-7302,20171025,H62,1,17.15,20171025204248,20171025212649,0.73,45
KKA-7302,20171025,H62,0,16.24,20171025220446,20171025224051,0.6,37
KKA-7302,20171025,H62,1,15.86,20171025232739,20171025235536,0.47,29
KKA-7302,20171027,H62,0,16.86,20171027055141,20171027063551,0.74,40
KKA-7302,20171027,H62,1,18.31,20171027072331,20171027080849,0.76,46
KKA-7302,20171027,H62,0,21.6,20171027084649,20171027095155,1.09,63
KKA-7302,20171027,H62,1,17.16,20171027102335,20171027111043,0.79,48
KKA-7302,20171027,H62,0,16.57,20171027120123,20171027124633,0.75,46
KKA-7302,20171027,H62,1,14.45,20171027131253,20171027134753,0.58,36
KKA-7302,20171027,H62,0,16.58,20171027142222,20171027150839,0.77,47
KKA-7302,20171027,H62,1,17.22,20171027152348,20171027161243,0.82,44
KKA-7302,20171027,H62,0,17.28,20171027162651,20171027171435,0.8,49
KKA-7302,20171027,H62,1,21.27,20171027174235,20171027190046,1.3,79
KKA-7302,20171027,H62,0,21.86,20171027191039,20171027202151,1.19,71
KKA-7302,20171027,H62,1,17.42,20171027204231,20171027213542,0.89,50
KKA-7302,20171027,H62,0,14.88,20171027215942,20171027223640,0.62,37
KKA-7302,20171027,H62,1,15.7,20171027232648,20171027235941,0.55,34
KKA-7302,20171028,H62,1,0.5,20171028000046,20171028000142,0.02,2
KKA-7302,20171028,H62,0,16.93,20171028062647,20171028070647,0.67,41
KKA-7302,20171028,H62,1,14.33,20171028074347,20171028081544,0.53,33
KKA-7302,20171028,H62,0,17.04,20171028092644,20171028101550,0.82,50
KKA-7302,20171028,H62,1,16.57,20171028104250,20171028113430,0.86,49
KKA-7302,20171028,H62,0,16.78,20171028121147,20171028130254,0.85,51
KKA-7302,20171028,H62,1,16.78,20171028132334,20171028141242,0.82,50
KKA-7302,20171028,H62,0,15.7,20171028143042,20171028151340,0.72,41
KKA-7302,20171028,H62,1,19.99,20171028154240,20171028164048,0.97,57
KKA-7302,20171028,H62,0,21.6,20171028171148,20171028183042,1.32,80
KKA-7302,20171028,H62,1,16.35,20171028184242,20171028193033,0.8,41
KKA-7302,20171028,H62,0,16.48,20171028200056,20171028204047,0.66,37
KKA-7302,20171028,H62,1,16.47,20171028212247,20171028220634,0.73,45
KKA-7302,20171028,H62,0,16.83,20171028223043,20171028230849,0.64,38
KKA-7302,20171028,H62,1,0.63,20171028235729,20171028235929,0.03,3
KKA-7302,20171029,H62,1,15.08,20171029000029,20171029002955,0.49,30
KKA-7302,20171029,H62,0,17,20171029070131,20171029074439,0.72,44
KKA-7302,20171029,H62,1,14.73,20171029082339,20171029090335,0.67,19
KKA-7302,20171029,H62,0,16.96,20171029100055,20171029104445,0.73,45
KKA-7302,20171029,H62,1,15.02,20171029112545,20171029121132,0.76,42
KKA-7302,20171029,H62,0,16.65,20171029123639,20171029132701,0.84,46
KKA-7302,20171029,H62,1,14.45,20171029140641,20171029145219,0.76,43
KKA-7302,20171029,H62,0,21.66,20171029152059,20171029162125,1.01,60
KKA-7302,20171029,H62,1,17.32,20171029165234,20171029174537,0.88,54
KKA-7302,20171029,H62,0,15.46,20171029180535,20171029185512,0.83,50
KKA-7302,20171029,H62,1,16.59,20171029191233,20171029195832,0.77,47
KKA-7302,20171029,H62,0,16.3,20171029202648,20171029211236,0.76,47
KKA-7302,20171029,H62,1,30.63,20171029214344,20171029235938,2.27,55
KKA-7302,20171030,H62,1,13.21,20171030000038,20171030002838,0.47,27
KKA-7302,20171030,H62,0,16.62,20171030050148,20171030053045,0.48,30
KKA-7302,20171030,H62,1,14.25,20171030070433,20171030074033,0.6,37
KKA-7302,20171030,H62,0,17,20171030082644,20171030091537,0.81,48
KKA-7302,20171030,H62,1,21.07,20171030094337,20171030104448,1.02,62
KKA-7302,20171030,H62,0,20.49,20171030111527,20171030121802,1.04,63
KKA-7302,20171030,H62,1,17.3,20171030124244,20171030132727,0.75,46
KKA-7302,20171030,H62,0,17.25,20171030140147,20171030145046,0.82,50
KKA-7302,20171030,H62,1,17.05,20171030150256,20171030154456,0.7,42
KKA-7302,20171030,H62,0,16.85,20171030160925,20171030165451,0.76,45
KKA-7302,20171030,H62,1,16.52,20171030172251,20171030181032,0.79,49
KKA-7302,20171030,H62,0,16.99,20171030184243,20171030192831,0.76,47
KKA-7302,20171030,H62,1,16.74,20171030195151,20171030203441,0.71,43
KKA-7302,20171030,H62,0,14,20171030212750,20171030220239,0.58,36
KKA-7302,20171030,H62,1,16.07,20171030224339,20171030231939,0.6,37
592-FS,20171017,H62,0,16.55,20171017050125,20171017053543,0.57,35
592-FS,20171017,H62,1,14.48,20171017070323,20171017074242,0.66,40
592-FS,20171017,H62,0,16.88,20171017082651,20171017091652,0.83,51
592-FS,20171017,H62,1,21.26,20171017094332,20171017105553,1.21,72
592-FS,20171017,H62,0,21.29,20171017111037,20171017121528,1.08,65
592-FS,20171017,H62,1,16.98,20171017124428,20171017132648,0.71,37
592-FS,20171017,H62,0,15.81,20171017135924,20171017144241,0.72,34
592-FS,20171017,H62,1,13.75,20171017150621,20171017154833,0.7,39
592-FS,20171017,H62,0,17.07,20171017160841,20171017165810,0.82,45
592-FS,20171017,H62,1,34.48,20171017174057,20171017203831,2.96,69
592-FS,20171017,H62,0,16.6,20171017213007,20171017221634,0.77,41
592-FS,20171017,H62,1,14.96,20171017224434,20171017232142,0.62,35
592-FS,20171018,H31,0,17.09,20171018053046,20171018060028,0.5,27
592-FS,20171018,H31,1,11.9,20171018063928,20171018070257,0.39,6
592-FS,20171018,H31,0,13.31,20171018075845,20171018082434,0.43,11
592-FS,20171018,H31,1,12.96,20171018085823,20171018093048,0.54,6
592-FS,20171018,H31,0,16.19,20171018095809,20171018102754,0.5,27
592-FS,20171018,H31,1,17.26,20171018105342,20171018113343,0.67,40
592-FS,20171018,H31,0,16.76,20171018115034,20171018122629,0.6,34
592-FS,20171018,H31,1,17.21,20171018125249,20171018133147,0.65,40
592-FS,20171018,H31,0,16.71,20171018135629,20171018143144,0.59,36
592-FS,20171018,H31,1,17.51,20171018145244,20171018152838,0.6,37
592-FS,20171018,H31,0,16.97,20171018155237,20171018162847,0.6,35
592-FS,20171018,H31,1,17.71,20171018165254,20171018174041,0.8,45
592-FS,20171018,H31,0,17.99,20171018175341,20171018183629,0.71,44
592-FS,20171018,H31,1,17.86,20171018185229,20171018193440,0.7,43
592-FS,20171018,H31,0,16.93,20171018195230,20171018202949,0.62,36
592-FS,20171018,H31,1,48.55,20171018205349,20171018235645,3.05,87
592-FS,20171019,H31,0,17.91,20171019064050,20171019071634,0.6,37
592-FS,20171019,H31,1,16.51,20171019075546,20171019082546,0.5,31
592-FS,20171019,H31,0,17.64,20171019085046,20171019092643,0.6,37
592-FS,20171019,H31,1,16.52,20171019095244,20171019103730,0.75,42
592-FS,20171019,H31,0,17.74,20171019105050,20171019112758,0.62,38
592-FS,20171019,H31,1,17.6,20171019115338,20171019123536,0.7,43
592-FS,20171019,H31,0,10.6,20171019131436,20171019133144,0.29,18
592-FS,20171019,H31,1,17.51,20171019135244,20171019143252,0.67,41
592-FS,20171019,H31,0,17.97,20171019145249,20171019153138,0.65,40
592-FS,20171019,H31,1,18.1,20171019155238,20171019163936,0.78,48
592-FS,20171019,H31,0,18,20171019165235,20171019173146,0.65,40
592-FS,20171019,H31,1,17.82,20171019175246,20171019184543,0.88,54
592-FS,20171019,H31,0,15.93,20171019185343,20171019193241,0.65,31
592-FS,20171019,H31,1,17.36,20171019195342,20171019203558,0.7,34
592-FS,20171019,H31,0,17.47,20171019205238,20171019213147,0.65,40
592-FS,20171019,H31,1,17.6,20171019215247,20171019223336,0.68,42
592-FS,20171019,H31,0,17.65,20171019225756,20171019232737,0.49,31
592-FS,20171020,H31,1,16.6,20171020000337,20171020003237,0.48,30
592-FS,20171022,H31,0,18.03,20171022060240,20171022063747,0.59,36
592-FS,20171022,H31,1,1.8,20171022073741,20171022074141,0.07,5
592-FS,20171022,H31,0,17.9,20171022083747,20171022091556,0.64,39
592-FS,20171022,H31,1,17.81,20171022093840,20171022102426,0.76,47
592-FS,20171022,H31,0,17.91,20171022103746,20171022111544,0.63,39
592-FS,20171022,H31,1,17.59,20171022113844,20171022122159,0.72,45
592-FS,20171022,H31,0,17.77,20171022123746,20171022132041,0.72,44
592-FS,20171022,H31,1,17.42,20171022133741,20171022141844,0.68,39
592-FS,20171022,H31,0,17.82,20171022143641,20171022151739,0.68,42
592-FS,20171022,H31,1,17.66,20171022153831,20171022161747,0.65,38
592-FS,20171022,H31,0,16.71,20171022164143,20171022171858,0.62,38
592-FS,20171022,H31,1,17.09,20171022173858,20171022182536,0.78,48
592-FS,20171022,H31,0,16.1,20171022184156,20171022191535,0.56,35
592-FS,20171022,H31,1,17.46,20171022193758,20171022201330,0.59,37
592-FS,20171022,H31,0,17.96,20171022203629,20171022211251,0.61,37
592-FS,20171022,H31,1,7.29,20171022215151,20171022221640,0.41,26
592-FS,20171022,H31,0,17.33,20171022223648,20171022230547,0.48,30
592-FS,20171022,H31,1,15.01,20171022233746,20171022235932,0.36,23
592-FS,20171023,H31,1,1.61,20171023000032,20171023000541,0.09,6
592-FS,20171023,H31,0,17.52,20171023070446,20171023074132,0.61,38
592-FS,20171023,H31,1,17.34,20171023082332,20171023090039,0.62,38
592-FS,20171023,H31,0,16.11,20171023092944,20171023095944,0.5,31
592-FS,20171023,H31,1,16.67,20171023102444,20171023110942,0.75,46
592-FS,20171023,H31,0,17.79,20171023112242,20171023120250,0.67,33
592-FS,20171023,H31,1,17.19,20171023122310,20171023130651,0.73,44
592-FS,20171023,H31,0,17.54,20171023132135,20171023135944,0.64,39
592-FS,20171023,H31,1,17.84,20171023142244,20171023150248,0.67,40
592-FS,20171023,H31,0,16.6,20171023152645,20171023160056,0.57,33
592-FS,20171023,H31,1,16.31,20171023162324,20171023170037,0.62,30
592-FS,20171023,H31,0,16.62,20171023172557,20171023181241,0.78,48
592-FS,20171023,H31,1,17.85,20171023182341,20171023190558,0.7,42
592-FS,20171023,H31,0,17.99,20171023192058,20171023195737,0.61,38
592-FS,20171023,H31,1,16.96,20171023202456,20171023210338,0.65,40
592-FS,20171023,H31,0,17.43,20171023212138,20171023215727,0.6,37
592-FS,20171023,H31,1,16.92,20171023222335,20171023225256,0.49,30
592-FS,20171024,H31,0,18.13,20171024073829,20171024081747,0.66,40
592-FS,20171024,H31,1,17.93,20171024083836,20171024092044,0.7,39
592-FS,20171024,H31,0,18.25,20171024093744,20171024101848,0.68,42
592-FS,20171024,H31,1,18.31,20171024103845,20171024111933,0.68,42
592-FS,20171024,H31,0,17.69,20171024113753,20171024121651,0.65,40
592-FS,20171024,H31,1,2.95,20171024130256,20171024131241,0.16,11
592-FS,20171024,H31,0,17.78,20171024133741,20171024141741,0.67,41
592-FS,20171024,H31,1,17.96,20171024143842,20171024151951,0.69,42
592-FS,20171024,H31,0,16.75,20171024154051,20171024161539,0.58,36
592-FS,20171024,H31,1,17.24,20171024163739,20171024171240,0.58,36
592-FS,20171024,H31,0,16.45,20171024174232,20171024181549,0.55,34
592-FS,20171024,H31,1,17.35,20171024183728,20171024191529,0.63,39
592-FS,20171024,H31,0,16.69,20171024194032,20171024201046,0.5,31
592-FS,20171024,H31,1,17.02,20171024203746,20171024211047,0.55,32
592-FS,20171024,H31,0,16.66,20171024213844,20171024220550,0.45,28
592-FS,20171024,H31,1,17.21,20171024224231,20171024231029,0.47,29
592-FS,20171025,H31,0,17.61,20171025051238,20171025054352,0.52,31
592-FS,20171025,H31,1,6.33,20171025070240,20171025071129,0.15,10
592-FS,20171025,H31,0,16.89,20171025082345,20171025090246,0.65,33
592-FS,20171025,H31,1,14.3,20171025092239,20171025100336,0.68,20
592-FS,20171025,H31,0,17.71,20171025102136,20171025105949,0.64,39
592-FS,20171025,H31,1,17.73,20171025112344,20171025121044,0.78,46
592-FS,20171025,H31,0,17.64,20171025122244,20171025130302,0.67,41
592-FS,20171025,H31,1,17.79,20171025132241,20171025135840,0.6,36
592-FS,20171025,H31,0,17.73,20171025142140,20171025150344,0.7,43
592-FS,20171025,H31,1,17.33,20171025152244,20171025160031,0.63,39
592-FS,20171025,H31,0,16.29,20171025162740,20171025170229,0.58,36
592-FS,20171025,H31,1,17.67,20171025172349,20171025181038,0.78,48
592-FS,20171025,H31,0,17.31,20171025182138,20171025185752,0.6,37
592-FS,20171025,H31,1,17.47,20171025192240,20171025200249,0.67,41
592-FS,20171025,H31,0,17.96,20171025202049,20171025205250,0.53,33
592-FS,20171025,H31,1,17.51,20171025212244,20171025215655,0.57,35
592-FS,20171026,H62,0,16.67,20171026052146,20171026055545,0.57,35
592-FS,20171026,H62,1,9.07,20171026064157,20171026065954,0.3,19
592-FS,20171026,H62,0,17.09,20171026093659,20171026102745,0.85,52
592-FS,20171026,H62,1,15.65,20171026111247,20171026115736,0.75,46
592-FS,20171026,H62,0,16.55,20171026130543,20171026134948,0.73,43
592-FS,20171026,H62,1,9.75,20171026142241,20171026144729,0.41,22
592-FS,20171026,H62,0,17.17,20171026170146,20171026175848,0.95,57
592-FS,20171026,H62,1,14.9,20171026182248,20171026191649,0.9,50
592-FS,20171029,H31,0,17.37,20171029051238,20171029054031,0.46,29
592-FS,20171029,H31,1,6.05,20171029070347,20171029071147,0.13,9
592-FS,20171029,H31,0,10.54,20171029082351,20171029085511,0.52,18
592-FS,20171029,H31,1,17.33,20171029092340,20171029100240,0.65,38
592-FS,20171029,H31,0,17.66,20171029102340,20171029110229,0.65,40
592-FS,20171029,H31,1,16.82,20171029112229,20171029121047,0.81,43
592-FS,20171029,H31,0,17.97,20171029122327,20171029130836,0.75,44
592-FS,20171029,H31,1,16.16,20171029132336,20171029140642,0.72,37
592-FS,20171029,H31,0,17.87,20171029142250,20171029150318,0.67,39
592-FS,20171029,H31,1,17.02,20171029152258,20171029160916,0.77,45
592-FS,20171029,H31,0,17.92,20171029162045,20171029170239,0.7,41
592-FS,20171029,H31,1,17.56,20171029172245,20171029181028,0.8,49
592-FS,20171029,H31,0,17.95,20171029182137,20171029190346,0.7,42
592-FS,20171029,H31,1,17.35,20171029192340,20171029200328,0.66,41
592-FS,20171029,H31,0,18.01,20171029202031,20171029210034,0.67,41
592-FS,20171029,H31,1,46.16,20171029211942,20171029231843,1.98,70
592-FS,20171030,H62,0,17.08,20171030055048,20171030063542,0.75,46
592-FS,20171030,H62,1,9.69,20171030072242,20171030074442,0.37,23
592-FS,20171030,H62,0,21.52,20171030084742,20171030094938,1.03,63
592-FS,20171030,H62,1,17.19,20171030102338,20171030111533,0.87,52
592-FS,20171030,H62,0,17.21,20171030120152,20171030124652,0.75,45
592-FS,20171030,H62,1,9.06,20171030131142,20171030133141,0.33,19
592-FS,20171030,H62,0,17.41,20171030141643,20171030150255,0.77,47
592-FS,20171030,H62,1,16.54,20171030152343,20171030161040,0.78,46
592-FS,20171030,H62,0,17.1,20171030162645,20171030171422,0.79,47
592-FS,20171030,H62,1,20.96,20171030174353,20171030185151,1.13,69
592-FS,20171030,H62,0,21.89,20171030191043,20171030201737,1.12,68
592-FS,20171030,H62,1,16.84,20171030204437,20171030212744,0.72,42
592-FS,20171030,H62,0,16.85,20171030220139,20171030224438,0.72,44
592-FS,20171030,H62,1,10.55,20171030232839,20171030234844,0.33,21
659-FS,20171017,綠幹線,1,22.37,20171017050938,20171017060931,1,30
659-FS,20171017,綠13,0,6.7,20171017061951,20171017062852,0.15,10
659-FS,20171017,綠13,1,9.86,20171017063055,20171017064840,0.3,13
659-FS,20171017,綠12,0,20.4,20171017070151,20171017073544,0.56,35
659-FS,20171017,綠12,1,20.89,20171017073742,20171017081042,0.55,34
659-FS,20171017,綠12,0,20.72,20171017081342,20171017084144,0.47,29
659-FS,20171017,綠12,1,20.59,20171017084257,20171017091139,0.48,30
659-FS,20171017,綠幹線,0,22.5,20171017092958,20171017100042,0.51,32
659-FS,20171017,綠24,0,18.68,20171017121631,20171017125051,0.57,30
659-FS,20171017,綠24,1,19,20171017125539,20171017132548,0.5,28
659-FS,20171017,綠24,0,19.44,20171017135448,20171017143640,0.7,32
659-FS,20171017,綠24,1,18.72,20171017144204,20171017151151,0.5,26
659-FS,20171017,綠幹線,1,21.6,20171017164639,20171017171646,0.5,25
659-FS,20171017,綠12,0,20.44,20171017172653,20171017180154,0.58,21
659-FS,20171017,綠12,1,19.87,20171017180307,20171017183136,0.47,21
659-FS,20171017,綠幹線,0,18.28,20171017183654,20171017190239,0.43,21
659-FS,20171018,綠幹線,1,15.29,20171018054639,20171018060642,0.33,20
659-FS,20171018,綠13,0,3.76,20171018062148,20171018062642,0.08,4
659-FS,20171018,綠13,1,8.18,20171018063456,20171018064802,0.22,5
659-FS,20171018,綠12,0,17.05,20171018070305,20171018073039,0.46,7
659-FS,20171018,綠12,1,15.03,20171018073543,20171018080033,0.41,8
659-FS,20171018,綠12,0,14.42,20171018081633,20171018083824,0.36,11
659-FS,20171018,綠12,1,16.43,20171018084553,20171018090753,0.37,5
659-FS,20171018,綠幹線,0,20.45,20171018093453,20171018100441,0.5,26
659-FS,20171018,綠24,0,19.49,20171018121541,20171018124941,0.57,35
659-FS,20171018,綠24,1,19.48,20171018125647,20171018133035,0.56,35
659-FS,20171018,綠24,0,19.47,20171018140351,20171018143648,0.55,34
659-FS,20171018,綠24,1,19.25,20171018144031,20171018151136,0.52,32
659-FS,20171018,綠幹線,1,21.19,20171018164836,20171018172136,0.55,27
659-FS,20171018,綠12,0,20.32,20171018172647,20171018175738,0.51,32
659-FS,20171018,綠12,1,20.7,20171018180049,20171018182941,0.48,30
659-FS,20171018,綠幹線,0,21.75,20171018183252,20171018190141,0.48,26
659-FS,20171020,綠幹線,1,22.1,20171020054053,20171020061147,0.52,32
659-FS,20171020,綠13,0,10.07,20171020061547,20171020063040,0.25,16
659-FS,20171020,綠13,1,10.13,20171020063346,20171020065236,0.31,20
659-FS,20171020,綠12,0,20.68,20171020070040,20171020073349,0.55,34
659-FS,20171020,綠12,1,20.91,20171020073547,20171020081336,0.63,39
659-FS,20171020,綠12,0,20.41,20171020081637,20171020084639,0.5,31
659-FS,20171020,綠12,1,20.86,20171020084840,20171020092139,0.55,34
659-FS,20171020,綠幹線,0,22.92,20171020092440,20171020100442,0.67,41
659-FS,20171020,綠24,0,19.86,20171020121728,20171020124845,0.52,32
659-FS,20171020,綠24,1,19.18,20171020125745,20171020133128,0.56,35
659-FS,20171020,綠24,0,19.7,20171020140228,20171020143748,0.59,36
